George	M	4760	1892
Charles	M	4319	1892
Frank	M	3150	1892
Joseph	M	3064	1892
Robert	M	2710	1892
Harry	M	2460	1892
Henry	M	2452	1892
Mary	F	12784	1893
Anna	F	5695	1893
Ruth	F	3658	1893
Margaret	F	3565	1893
Elizabeth	F	3360	1893
Helen	F	3249	1893
Florence	F	3231	1893
Ethel	F	3119	1893
Emma	F	2968	1893
Bertha	F	2623	1893
John	M	8049	1893
William	M	7223	1893
James	M	5030	1893
George	M	4320	1893
Charles	M	3723	1893
Joseph	M	2997	1893
Frank	M	2917	1893
Robert	M	2563	1893
Edward	M	2309	1893
Harry	M	2245	1893
Mary	F	13151	1894
Anna	F	5565	1894
Margaret	F	3700	1894
Helen	F	3676	1894
Elizabeth	F	3425	1894
Ruth	F	3372	1894
Ethel	F	3287	1894
Florence	F	3233	1894
Emma	F	2937	1894
Marie	F	2649	1894
John	M	8238	1894
William	M	7274	1894
James	M	5110	1894
George	M	4365	1894
Charles	M	3788	1894
Joseph	M	2977	1894
Frank	M	2863	1894
Robert	M	2497	1894
Henry	M	2278	1894
Harry	M	2189	1894
Mary	F	13446	1895
Anna	F	5950	1895
Helen	F	4023	1895
Margaret	F	3931	1895
Elizabeth	F	3603	1895
Ruth	F	3551	1895
Florence	F	3471	1895
Ethel	F	3391	1895
Marie	F	3011	1895
Emma	F	2952	1895
John	M	8320	1895
William	M	7277	1895
James	M	5335	1895
George	M	4289	1895
Charles	M	3633	1895
Frank	M	3012	1895
Joseph	M	2992	1895
Robert	M	2635	1895
Henry	M	2221	1895
Edward	M	2203	1895
Mary	F	13811	1896
Anna	F	5860	1896
Helen	F	4392	1896
Margaret	F	4050	1896
Ruth	F	3905	1896
Ethel	F	3502	1896
Elizabeth	F	3471	1896
Florence	F	3323	1896
Marie	F	3087	1896
Emma	F	2872	1896
John	M	8138	1896
William	M	7747	1896
James	M	5207	1896
George	M	4286	1896
Charles	M	3639	1896
Joseph	M	3051	1896
Frank	M	2845	1896
Robert	M	2719	1896
Edward	M	2296	1896
Henry	M	2183	1896
Mary	F	13413	1897
Anna	F	5429	1897
Helen	F	4519	1897
Margaret	F	4146	1897
Ruth	F	3878	1897
Elizabeth	F	3442	1897
Florence	F	3369	1897
Ethel	F	3182	1897
Marie	F	3078	1897
Emma	F	2698	1897
John	M	7550	1897
William	M	7198	1897
James	M	5113	1897
George	M	4078	1897
Charles	M	3341	1897
Joseph	M	2827	1897
Frank	M	2726	1897
Robert	M	2701	1897
Edward	M	2121	1897
Henry	M	1994	1897
Mary	F	14406	1898
Anna	F	5773	1898
Helen	F	5230	1898
Margaret	F	4696	1898
Ruth	F	4249	1898
Florence	F	3790	1898
Elizabeth	F	3659	1898
Ethel	F	3531	1898
Marie	F	3435	1898
Lillian	F	3061	1898
John	M	8159	1898
William	M	7400	1898
James	M	5321	1898
George	M	4853	1898
Charles	M	3557	1898
Joseph	M	3171	1898
Robert	M	2932	1898
Frank	M	2925	1898
Edward	M	2337	1898
Thomas	M	2161	1898
Mary	F	13172	1899
Anna	F	5115	1899
Helen	F	5048	1899
Margaret	F	4249	1899
Ruth	F	3912	1899
Florence	F	3314	1899
Elizabeth	F	3287	1899
Marie	F	3156	1899
Ethel	F	2999	1899
Lillian	F	2703	1899
John	M	6990	1899
William	M	6086	1899
James	M	4597	1899
George	M	4018	1899
Charles	M	3147	1899
Joseph	M	2679	1899
